Time,Temperature Heater,Pressure Heater,Pressure Valve,Flow  Rate Valve,Waterlevel Tank,OEE Waterflow,OEE Heater,OEE Valv,Overall OEE,Predicted OEE,Upper Range,Lower Range,Premium,Stability
01:25:00,56,887.701783,798.2631157,386.5697958,70.75682632,0.8669,0.702625,0.949993333,0.8398,,,,,
01:26:00,66,881.378794,796.5800712,373.1691019,71.96510999,0.8669,0.702625,0.859993333,0.8098,,,,,
01:27:00,66,935.9523869,841.9024152,367.6201326,83.4058081,0.8669,0.702625,0.919993333,0.8298,,,,,
01:28:00,61,889.811265,892.0654198,363.3257829,72.51320229,0.8577,0.702625,0.919993333,0.8268,,,,,
01:29:00,51,906.1091373,842.1658139,364.6326131,68.94525312,0.8486,0.692,0.879993333,0.8069,,,,,
01:30:00,58,899.0549144,883.075601,390.596072,73.575124,0.8577,0.692,0.949993333,0.8332,,,,,
01:31:00,61,877.4723323,762.8342371,405.8644985,71.98602001,0.8577,0.681402778,0.949993333,0.8297,,,,,
01:32:00,68,882.129218,862.9854631,396.9438334,63.61001841,0.8577,0.681402778,0.859993333,0.8197,,,,,
01:33:00,63,920.6749677,899.6958455,347.0744768,72.30963002,0.8577,0.681402778,0.849993333,0.8164,,,,,
01:34:00,59,913.4881406,836.0113995,386.2345333,62.74387641,0.8577,0.681402778,0.949993333,0.8297,,,,,
01:35:00,53,902.5302756,879.0797021,396.6919602,83.49936741,0.8577,0.681402778,0.919993333,0.8197,,,,,
01:36:00,60,878.8539003,857.9992098,395.1130774,67.750509,0.8669,0.692,0.919993333,0.8263,,,,,
01:37:00,70,887.6581273,811.9671868,355.5874609,84.16981899,0.8577,0.692,0.939993333,0.8299,,,,,
01:38:00,50,896.9720806,857.5032587,389.7385322,78.12301077,0.8486,0.692,0.869993333,0.8035,,,,,
01:39:00,65,823.7119186,866.9529993,380.0046651,80.53905861,0.8486,0.702625,0.889993333,0.8137,,,,,
01:40:00,55,827.8295649,836.083818,352.1214902,73.05041748,0.8486,0.692,0.869993333,0.8035,,,,,
01:41:00,52,920.9220775,760.6043831,377.3375719,77.07803785,0.8486,0.681402778,0.919993333,0.8167,,,,,
01:42:00,61,939.7847247,893.4310038,372.5913738,76.55102603,0.8486,0.692,0.899993333,0.8135,,,,,
01:43:00,65,945.1903974,887.2105059,394.1678851,82.10107538,0.8486,0.692,0.869993333,0.8035,,,,,
01:44:00,44,903.5889274,826.8129638,398.4068693,81.75304059,0.8395,0.681402778,0.909993333,0.8103,,,,,
01:45:00,55,881.522676,884.7741226,368.0863339,72.21557556,0.8486,0.692,0.869993333,0.8035,,,,,
01:46:00,67,885.4466454,854.4296149,425.1199793,77.43405188,0.8395,0.681402778,0.869993333,0.797,,,,,
01:47:00,54,869.945718,855.7472199,385.0949364,82.21846691,0.8395,0.681402778,0.879993333,0.7803,,,,,
01:48:00,58,916.8107067,862.5511685,413.3525958,78.73050502,0.8486,0.692,0.949993333,0.7902,,,,,
01:49:00,61,892.799137,894.2378286,390.8337343,66.49397645,0.8486,0.692,0.879993333,0.7969,,,,,
01:50:00,50,898.1751602,914.7747148,346.0630618,64.94079124,0.8486,0.692,0.889993333,0.8002,,,,,
01:51:00,62,896.4778157,849.217108,428.6344942,75.89510431,0.8577,0.702625,0.949999167,0.8035,,,,,
01:52:00,61,851.9983862,867.6713527,389.2925956,75.95403548,0.8577,0.702625,0.869999167,0.8137,,,,,
01:53:00,59,887.7454388,867.5559583,415.9693257,71.8679791,0.8577,0.702625,0.939999167,0.8035,,,,,
01:54:00,51,908.4569978,868.9759641,365.3021717,62.8890776,0.8577,0.702625,0.929999167,0.8167,,,,,
01:55:00,64,919.7769327,896.3212621,352.8898427,62.4140567,0.8669,0.713277778,0.849999167,0.8101,,,,,
01:56:00,52,890.5857453,894.8613757,333.7497541,71.53616255,0.8669,0.713277778,0.899999167,0.8267,,,,,
01:57:00,76,832.7613909,873.5871317,365.2506147,69.24814794,0.8669,0.723958333,0.919999167,0.8269,,,,,
01:58:00,66,850.9845724,872.1864183,357.9144031,72.87576694,0.8669,0.713277778,0.859999167,0.8134,,,,,
01:59:00,60,841.4340595,835.9185369,364.4112932,78.81591462,0.8577,0.713277778,0.859999167,0.8103,,,,,
02:00:00,51,854.6959475,880.4912855,388.0488331,74.09884023,0.8577,0.702625,0.939999167,0.8234,,,,,
02:01:00,55,888.6391083,875.4649717,359.1919589,84.83436121,0.8669,0.713277778,0.879999167,0.8201,,,,,
02:02:00,61,869.2937922,849.4803987,373.7841477,73.56007464,0.8577,0.713277778,0.879999167,0.817,,,,,
02:03:00,63,862.1397978,813.7580671,426.7497938,77.73087501,0.8577,0.713277778,0.929999167,0.8337,,,,,
02:04:00,62,929.6134817,837.9145068,404.359569,83.79621489,0.8486,0.713277778,0.889999167,0.8173,,,,,
02:05:00,50,855.512992,848.1844616,410.969606,73.51378202,0.8395,0.713277778,0.899999167,0.8176,,,,,
02:06:00,70,937.1324563,855.6503261,357.3397729,74.35378651,0.8486,0.723958333,0.939999167,0.8375,,,,,
02:07:00,64,827.6282937,860.5761467,369.471267,80.85674304,0.8486,0.713277778,0.859999167,0.8173,,,,,
02:08:00,71,848.6204319,876.444888,383.7356966,82.54659823,0.8486,0.713277778,0.929999167,0.8306,,,,,
02:09:00,68,864.6384071,849.686856,416.9997832,77.64293283,0.8395,0.702625,0.939999167,0.8274,,,,,
02:10:00,62,904.7791831,832.4607371,405.938395,74.75443725,0.8304,0.702625,0.949999167,0.8277,,,,,
02:11:00,74,932.3212293,826.0414125,364.5596261,74.07681004,0.8215,0.702625,0.849999167,0.7914,,,,,
02:12:00,74,938.0730557,800.9061723,411.41685,69.8576228,0.8215,0.702625,0.899999167,0.808,,,,,
02:13:00,56,855.1688847,863.6095861,391.0704872,85.96947608,0.8215,0.702625,0.899993333,0.818,,,,,
02:14:00,65,874.9175617,837.3005339,423.3273652,83.57191931,0.8215,0.702625,0.899993333,0.808,,,,,
02:15:00,61,881.5196292,819.5807676,376.5778596,77.79091012,0.8215,0.692,0.909993333,0.8078,,,,,
02:16:00,46,860.1702415,850.5055585,397.6036718,79.10385749,0.8215,0.681402778,0.859993333,0.7976,,,,,
02:17:00,66,953.1801265,917.4739208,374.1287041,72.131692,0.8304,0.692,0.939993333,0.8208,,,,,
02:18:00,50,861.6516265,854.092862,352.7053858,79.43633153,0.8304,0.692,0.879993333,0.8008,,,,,
02:19:00,67,872.8554644,861.5728359,371.2113009,63.39841819,0.8395,0.702625,0.869993333,0.804,,,,,
02:20:00,52,892.2303391,792.078611,387.322289,70.38807633,0.8304,0.702625,0.909993333,0.8144,,,,,
02:21:00,57,932.5669748,825.6751451,353.6845706,80.39916609,0.8304,0.702625,0.949993333,0.8277,,,,,
02:22:00,66,916.7780558,888.0591548,378.2922287,73.52828753,0.8304,0.702625,0.889993333,0.8077,,,,,
02:23:00,59,848.7409399,830.2354903,369.2967293,76.92182156,0.8304,0.702625,0.909993333,0.8144,,,,,
02:24:00,62,903.9284418,807.0188344,404.4244842,66.56462891,0.8215,0.702625,0.949993333,0.8247,,,,,
02:25:00,57,851.5548256,888.9624415,368.5521089,76.28640399,0.8215,0.702625,0.939993333,0.8214,,,,,
02:26:00,63,901.9019057,852.2221127,367.4541783,65.27174736,0.8125,0.702625,0.919993333,0.8117,,,,,
02:27:00,49,870.808783,827.2779247,365.004568,83.60343043,0.8125,0.692,0.899993333,0.8015,,,,,
02:28:00,48,818.6060153,843.1795638,384.4919699,63.97867099,0.8215,0.702625,0.879993333,0.8014,,,,,
02:29:00,60,822.6632712,847.5733682,402.6594392,74.88447544,0.8304,0.713277778,0.889993333,0.8112,,,,,
02:30:00,56,927.9402843,848.4692402,354.8366161,80.59605787,0.8304,0.713277778,0.899993333,0.8146,,,,,
02:31:00,67,829.6516466,914.5319763,377.7066278,70.56631469,0.8304,0.713277778,0.859993333,0.8012,,,,,
02:32:00,57,872.9580554,879.5448069,403.0651875,84.88394131,0.8304,0.713277778,0.889993333,0.8112,,,,,
02:33:00,77,851.0323209,880.4845907,348.4926064,78.32745158,0.8304,0.713277778,0.899993333,0.8146,,,,,
02:34:00,61,909.063267,848.6818524,366.5564217,79.00949457,0.8304,0.713277778,0.879993333,0.8079,,,,,
02:35:00,61,949.6018105,815.9908725,382.6439619,80.65865803,0.8304,0.713277778,0.949993333,0.8312,,,,,
02:36:00,50,895.2726898,820.2255507,367.8455736,67.21329381,0.8304,0.713277778,0.849993333,0.8079,,,,,
02:37:00,51,867.6188667,878.285115,348.1410298,76.70575686,0.8395,0.713277778,0.919993333,0.8243,,,,,
02:38:00,52,878.4007445,835.0516395,363.7781712,75.18327105,0.8395,0.723958333,0.849993333,0.8145,,,,,
02:39:00,65,902.1297796,853.8868727,340.5412921,86.09565046,0.8486,0.734666667,0.909993333,0.8311,,,,,
02:40:00,65,892.4839062,857.1899735,368.9369104,75.27726869,0.8395,0.723958333,0.889993333,0.8178,0.8178,0.843080604,0.792519396,,
02:41:00,53,949.6993084,837.8668517,379.3895625,75.12700234,0.8395,0.723958333,0.869993333,0.8111,0.817656,0.84261674,0.79269526,,
02:42:00,66,899.8332145,880.1279336,374.3678728,86.16373787,0.8486,0.734666667,0.879993333,0.8211,0.817392,0.84237668,0.79240732,,
02:43:00,54,927.386402,797.7240808,381.0630896,69.51024551,0.8486,0.734666667,0.899993333,0.8277,0.817397,0.842312688,0.792481312,,
02:44:00,58,918.6635293,839.2581709,398.6989877,78.9839415,0.8577,0.745402778,0.949993333,0.831,0.817401,0.842403334,0.792398666,,
02:45:00,51,923.3742571,841.3463195,376.8903563,75.38498447,0.8577,0.745402778,0.929993333,0.8244,0.81774,0.843560316,0.791919684,,
02:46:00,56,852.5430825,854.5119675,379.7610342,85.43071861,0.8669,0.756166667,0.849993333,0.8243,0.817913,0.84427676,0.79154924,,
02:47:00,63,920.7468178,855.3112337,371.2461175,77.87127079,0.8577,0.756166667,0.849993333,0.8213,0.817951,0.84425643,0.79164557,,
02:48:00,61,913.0126568,903.219153,429.3841452,80.0185487,0.8577,0.745402778,0.919993333,0.841,0.818092,0.84431325,0.79187075,,
02:49:00,67,839.6011548,903.0499847,312.8642315,78.68923697,0.8486,0.745402778,0.919993333,0.838,0.81843,0.845023428,0.791836572,,
02:50:00,65,888.1729922,855.015765,358.4205937,71.57542564,0.8486,0.745402778,0.949999167,0.848,0.818573,0.845280196,0.791865804,,
02:51:00,56,926.2810931,835.1814671,357.5575685,67.27341009,0.8486,0.734666667,0.889999167,0.8244,0.818716,0.846017688,0.791414312,,
02:52:00,56,880.7971721,866.8827765,380.9095839,68.74888084,0.8486,0.734666667,0.929999167,0.8377,0.818857,0.846179068,0.791534932,,
02:53:00,69,927.2816282,882.2104672,378.7364885,71.03709839,0.8486,0.734666667,0.909999167,0.8311,0.819064,0.84662214,0.79150586,,
02:54:00,64,974.6194632,902.3714399,353.1011297,70.79262335,0.8486,0.723958333,0.889999167,0.8208,0.819239,0.846571942,0.791906058,,
02:55:00,65,866.574494,873.6562388,372.4587581,82.01029217,0.8395,0.713277778,0.929999167,0.8276,0.819044,0.846378068,0.791709932,,
02:56:00,47,872.8212674,845.659211,369.743348,86.86065165,0.8304,0.713277778,0.869999167,0.8046,0.819117,0.846459566,0.791774434,,
02:57:00,57,850.8570158,823.899454,447.777766,77.51292711,0.8395,0.713277778,0.939999167,0.8309,0.818894,0.846387162,0.791400838,,
02:58:00,52,897.9650669,852.4262665,349.9221615,80.32602976,0.8395,0.702625,0.919999167,0.8207,0.819,0.84650516,0.79149484,,
02:59:00,63,924.812441,840.5176108,386.4719683,73.98089673,0.8486,0.713277778,0.909999167,0.8239,0.818905,0.845676158,0.792133842,,
03:00:00,72,782.836862,889.391841,374.6490487,79.80951353,0.8486,0.702625,0.939999167,0.8304,0.818642,0.845332282,0.791951718,,
03:01:00,47,828.0863153,826.5165234,362.7985033,79.54216411,0.8395,0.702625,0.929999167,0.824,0.818644,0.845437114,0.791850886,,
03:02:00,72,909.063267,821.9115467,366.1971713,86.86497002,0.8486,0.713277778,0.849999167,0.8039,0.818679,0.845016802,0.792341198,,
03:03:00,54,822.620434,875.3814674,357.8128239,76.37032002,0.8486,0.702625,0.869999167,0.8071,0.818282,0.844762688,0.791801312,,
03:04:00,46,859.71222,824.8659448,365.9709345,55.06977257,0.8577,0.713277778,0.909999167,0.827,0.818217,0.84474086,0.79169314,,
03:05:00,66,860.4362233,880.0384184,384.3810684,61.17283327,0.8669,0.723958333,0.939999167,0.8436,0.818387,0.844613508,0.792160492,,
03:06:00,72,843.6032044,820.9944386,384.7844861,85.91996091,0.8669,0.723958333,0.929999167,0.8403,0.818425,0.8450832,0.7917668,,
03:07:00,65,876.9846613,829.8754138,361.0416722,65.14445279,0.8577,0.723958333,0.899999167,0.8272,0.81873,0.845649264,0.791810736,,
03:08:00,47,905.3900907,887.9882481,348.6730842,62.24255565,0.8577,0.713277778,0.939999167,0.837,0.818704,0.845628294,0.791779706,,
03:09:00,46,887.8327503,802.9955086,380.7052603,73.36440857,0.8669,0.713277778,0.949999167,0.8434,0.818806,0.845873362,0.791738638,,
03:10:00,47,880.8400093,862.4266318,392.4424315,82.55805977,0.8761,0.713277778,0.899999167,0.8298,0.819171,0.846530976,0.791811024,,
03:11:00,58,903.8881512,865.0565868,381.424159,75.92483776,0.8854,0.723958333,0.899999167,0.8364,0.819137,0.84649856,0.79177544,,
03:12:00,70,875.5031399,883.7677513,307.6737452,78.64499801,0.8854,0.713277778,0.879999167,0.8262,0.819204,0.846502314,0.791905686,,
03:13:00,69,870.629567,807.8498466,380.2488076,64.19644031,0.8854,0.713277778,0.949999167,0.8495,0.819469,0.846400908,0.792537092,,
03:14:00,61,909.8618943,831.5590342,355.5512516,75.97112227,0.8854,0.702625,0.909999167,0.8327,0.82,0.847513714,0.792486286,,
03:15:00,55,885.8236765,838.4305421,374.700691,80.66089839,0.8854,0.702625,0.859999167,0.816,0.82003,0.847662436,0.792397564,,
03:16:00,63,872.6283635,805.1915289,388.4471634,57.34844425,0.8854,0.702625,0.889999167,0.826,0.819993,0.84760783,0.79237817,,
03:17:00,62,811.1774445,852.8221922,387.6494228,63.61586282,0.8761,0.702625,0.879999167,0.8196,0.81999,0.84755891,0.79242109,,
03:18:00,59,862.075542,891.461741,350.3206339,83.9799405,0.8761,0.702625,0.929999167,0.8362,0.819887,0.847256486,0.792517514,,
03:19:00,50,843.0769707,814.6469564,341.8485202,76.07266083,0.8761,0.702625,0.939999167,0.8396,0.820214,0.847741924,0.792686076,,
03:20:00,50,902.8069439,854.8147067,403.6473778,65.01540491,0.8761,0.702625,0.869999167,0.8162,0.820473,0.848058506,0.792887494,,
03:21:00,58,903.6727374,851.4919176,379.3914952,70.70785501,0.8854,0.713277778,0.879999167,0.8262,0.8206,0.848188576,0.793011424,,
03:22:00,60,896.8783572,857.1438301,379.8701168,62.13878485,0.8854,0.713277778,0.879999167,0.8262,0.820695,0.848267696,0.793122304,,
03:23:00,53,965.7238774,883.0146285,345.9281155,73.11326927,0.8854,0.713277778,0.889999167,0.8295,0.820822,0.848193304,0.793450696,,
03:24:00,68,787.6782842,909.0730956,390.3412998,83.24412891,0.8947,0.723958333,0.879999167,0.8329,0.821082,0.848419444,0.793744556,,
03:25:00,54,849.923374,858.6153063,399.4561988,80.11621533,0.8947,0.713277778,0.879999167,0.8293,0.821308,0.848508688,0.794107312,,
03:26:00,64,871.4798536,822.7121806,358.3036668,76.74681386,0.904,0.723958333,0.939999167,0.836,0.821566,0.848355716,0.794776284,,
03:27:00,65,897.772345,844.5631085,391.1552407,78.26183992,0.904,0.723958333,0.849999167,0.826,0.822156,0.849449598,0.794862402,,
03:28:00,65,938.8115654,861.3132165,392.0397243,50.52931309,0.8947,0.723958333,0.939999167,0.8529,0.822413,0.849670858,0.795155142,,
03:29:00,60,824.1532054,899.4998982,389.4347041,85.71011402,0.8947,0.723958333,0.919999167,0.8462,0.82264,0.85039338,0.79488662,,
03:30:00,57,864.0868441,891.0835959,324.4295935,67.22615152,0.8947,0.723958333,0.929999167,0.8495,0.823033,0.851058582,0.795007418,,
03:31:00,59,870.4250217,914.3062266,369.0353348,82.46120486,0.8854,0.723958333,0.909999167,0.8398,0.823426,0.85181402,0.79503798,,
03:32:00,66,834.841951,868.7387686,351.7409236,69.1478432,0.8854,0.723958333,0.929999167,0.8464,0.823456,0.85190774,0.79500426,,
03:33:00,57,866.0456228,858.856749,351.9202077,78.95971965,0.8854,0.723958333,0.889999167,0.8331,0.823819,0.852569048,0.795068952,,
03:34:00,63,888.7268745,867.7553609,374.299007,81.94075989,0.8761,0.723958333,0.899999167,0.8334,0.823816,0.852599178,0.795032822,,
03:35:00,65,847.8275344,859.0520484,364.7575549,62.51607418,0.8669,0.723958333,0.869999167,0.8203,0.823849,0.85256275,0.79513525,,
03:36:00,56,907.8259904,839.0852953,390.1961217,79.28755875,0.8669,0.723958333,0.859999167,0.8169,0.823951,0.852668852,0.795233148,,
03:37:00,54,877.2638307,902.216237,364.6472218,67.61196394,0.8577,0.723958333,0.939999167,0.8406,0.823853,0.852484116,0.795221884,,
03:38:00,61,938.8475814,831.8258162,403.434556,80.08168459,0.8577,0.723958333,0.939993333,0.8406,0.82389,0.852641446,0.795138554,,
03:39:00,48,852.0530468,875.4679591,382.6639992,80.6280398,0.8577,0.723958333,0.899993333,0.8272,0.824162,0.85296879,0.79535521,,
03:40:00,57,854.4824891,871.5527931,375.0774492,66.29867565,0.8577,0.734666667,0.939993333,0.8441,0.824331,0.85308531,0.79557669,,
03:41:00,69,914.5913577,874.5482236,374.1650554,75.79609022,0.8577,0.734666667,0.889993333,0.8275,0.824438,0.853452136,0.795423864,,
03:42:00,60,872.9611477,840.6089617,347.5686166,78.80269164,0.8577,0.734666667,0.939993333,0.8441,0.824512,0.853492708,0.795531292,,
03:43:00,60,825.9303581,875.5545949,368.6884478,70.53381326,0.8486,0.723958333,0.939993333,0.8375,0.824783,0.85396973,0.79559627,,
03:44:00,59,832.8228727,863.3936985,367.1855078,79.43633153,0.8486,0.723958333,0.899993333,0.8242,0.824821,0.854080486,0.795561514,,
03:45:00,80,904.6644049,805.8647467,369.69253,75.91712639,0.8486,0.723958333,0.849993333,0.8075,0.82489,0.854112732,0.795667268,,
03:46:00,52,833.018596,896.1515899,336.2962256,83.30077101,0.8486,0.723958333,0.899993333,0.8242,0.824789,0.854107478,0.795470522,,
03:47:00,59,908.2328074,830.5466879,364.3736344,79.54416095,0.8577,0.734666667,0.899993333,0.8308,0.824656,0.853764208,0.795547792,,
03:48:00,50,877.5796527,882.2946194,408.3552634,76.61148323,0.8486,0.734666667,0.849993333,0.8111,0.824891,0.854000838,0.795781162,,
03:49:00,57,908.1582288,873.9190615,370.0636038,72.92196215,0.8486,0.734666667,0.929993333,0.8377,0.824696,0.853930028,0.795461972,,
03:50:00,55,829.2436473,861.7089984,369.1375961,75.00901014,0.8395,0.734666667,0.879993333,0.818,0.824799,0.854143122,0.795454878,,
03:51:00,62,883.0552656,873.340218,388.5688651,74.57179934,0.8395,0.734666667,0.869993333,0.8147,0.824702,0.853296564,0.796107436,,
03:52:00,71,854.8303708,932.2801053,335.9501629,76.67879139,0.8304,0.734666667,0.919993333,0.8284,0.824935,0.853399358,0.796470642,,
03:53:00,63,863.0245997,827.6104304,388.0707463,76.72262448,0.8304,0.734666667,0.929999167,0.8317,0.825139,0.853399666,0.796878334,,
03:54:00,52,915.5939846,887.7350716,399.4654643,76.40315426,0.8215,0.734666667,0.939999167,0.832,0.825376,0.853446896,0.797305104,,
03:55:00,54,856.0349965,865.4496691,361.3246103,59.71997715,0.8304,0.745402778,0.849999167,0.8086,0.825616,0.853485058,0.797746942,,
03:56:00,56,915.060657,918.598926,388.842282,89.40089327,0.8395,0.756166667,0.919999167,0.8386,0.825624,0.852633354,0.798614646,,
03:57:00,62,837.486034,860.9676813,371.5475865,74.2187481,0.8395,0.756166667,0.919999167,0.8386,0.826134,0.853239096,0.799028904,,
03:58:00,56,904.7643584,832.3670107,390.5101816,82.24126012,0.8395,0.756166667,0.949999167,0.8486,0.826312,0.853038122,0.799585878,,
03:59:00,62,876.5271854,833.3811566,376.1220322,87.82812927,0.8395,0.756166667,0.899999167,0.8319,0.82679,0.85348273,0.80009727,,
04:00:00,51,875.9032266,866.9685844,365.0397825,93.1857351,0.8304,0.756166667,0.909999167,0.8322,0.827069,0.853656662,0.800481338,,
04:01:00,83,862.9777153,845.9547876,370.806462,75.34395994,0.8395,0.766958333,0.939999167,0.8488,0.827247,0.853853328,0.800640672,,
04:02:00,63,861.0820555,823.0525328,381.1182561,70.23357278,0.8395,0.766958333,0.899999167,0.8355,0.827458,0.854114212,0.800801788,,
04:03:00,62,878.7253432,907.2393114,408.2995,67.87559567,0.8395,0.756166667,0.949999167,0.8486,0.827736,0.854302056,0.801169944,,
04:04:00,62,855.9763341,859.496889,397.0819061,75.70986077,0.8395,0.756166667,0.879999167,0.8252,0.828078,0.854956948,0.801199052,,
04:05:00,63,888.8240085,847.2094044,365.7767574,71.97407143,0.8304,0.756166667,0.879999167,0.8222,0.828083,0.854934336,0.801231664,,
04:06:00,53,875.8170974,853.8893202,349.6133881,84.55428395,0.8304,0.756166667,0.849999167,0.8122,0.828091,0.854763942,0.801418058,,
04:07:00,70,871.7363311,793.2557344,367.4621932,74.57617454,0.8395,0.756166667,0.899999167,0.8319,0.828096,0.854418802,0.801773198,,
04:08:00,59,859.4542418,860.7484104,379.3041268,83.63286355,0.8395,0.745402778,0.929999167,0.8383,0.8284,0.85416117,0.80263883,,
04:09:00,71,869.8983333,841.8469856,388.1629463,84.20355424,0.8395,0.734666667,0.919999167,0.8314,0.828769,0.854357038,0.803180962,,
04:10:00,60,847.1291334,864.191633,400.6505928,83.66357918,0.8395,0.734666667,0.899999167,0.8247,0.828971,0.85439854,0.80354346,,
04:11:00,57,942.0888386,825.6937177,369.1572639,62.29080453,0.8395,0.734666667,0.869999167,0.8147,0.829072,0.853883994,0.804260006,,
04:12:00,60,878.2384452,852.6837622,363.9176081,68.04959683,0.8395,0.734666667,0.929999167,0.8347,0.829207,0.853925224,0.804488776,,
04:13:00,70,883.4912318,870.8707569,371.9815008,82.02800398,0.8395,0.723958333,0.909999167,0.8245,0.829442,0.854000678,0.804883322,,
04:14:00,64,826.2414962,808.9377067,400.8815476,80.73525231,0.8395,0.713277778,0.939999167,0.8309,0.829541,0.85372885,0.80535315,,
04:15:00,64,883.0153387,833.6676989,379.5936304,66.82041938,0.8395,0.713277778,0.909999167,0.8209,0.829771,0.853958202,0.805583798,,
04:16:00,50,898.1412361,895.473405,374.9569695,79.78965876,0.8395,0.702625,0.879999167,0.8074,0.829668,0.853055398,0.806280602,,
04:17:00,58,998.2546839,853.5547989,368.43936,82.52086657,0.8486,0.713277778,0.939999167,0.8339,0.829763,0.853557174,0.805968826,,
04:18:00,57,910.9402822,848.9040387,360.6036652,74.90032029,0.8395,0.702625,0.859999167,0.8007,0.829859,0.853109456,0.806608544,,
04:19:00,52,889.7671546,827.7439653,379.5197339,76.37476827,0.8395,0.702625,0.849999167,0.7974,0.829821,0.853802806,0.805839194,,
04:20:00,64,932.2206392,863.1080561,363.674432,69.20346253,0.8486,0.713277778,0.889999167,0.8173,0.829484,0.854213878,0.804754122,,
04:21:00,63,878.8416675,827.8910338,362.7877315,75.24939409,0.8486,0.713277778,0.869999167,0.8106,0.829479,0.854052046,0.804905954,,
04:22:00,74,868.674017,859.1912703,393.3317752,90.62055731,0.8486,0.713277778,0.899999167,0.8206,0.829474,0.854283496,0.804664504,,
04:23:00,66,901.3529802,882.5625532,350.4634246,85.28678371,0.8395,0.713277778,0.909999167,0.8209,0.829469,0.854340544,0.804597456,,
04:24:00,66,858.0838607,839.9152997,348.7794383,90.57899704,0.8395,0.702625,0.949999167,0.8307,0.829401,0.853946946,0.804855054,,
04:25:00,55,900.3713171,872.620245,398.4276172,82.08943526,0.8395,0.692,0.859999167,0.7972,0.829198,0.853552954,0.804843046,,
04:26:00,59,843.2126674,795.1095309,433.5869202,77.90506287,0.8395,0.692,0.899999167,0.8105,0.828726,0.853884042,0.803567958,,
04:27:00,47,885.2459654,836.7999397,345.7810048,65.95706971,0.8395,0.681402778,0.929993333,0.817,0.828588,0.853967364,0.803208636,,
04:28:00,62,906.1583409,835.2962136,386.3276997,73.9593698,0.8486,0.692,0.889993333,0.8102,0.828545,0.853906798,0.803183202,,
04:29:00,58,866.7911811,853.0211989,354.9238708,80.64744,0.8395,0.692,0.889993333,0.8072,0.828237,0.853783198,0.802690802,,
04:30:00,53,965.2138328,870.3565573,369.2004933,60.7901541,0.8395,0.692,0.899993333,0.8105,0.827929,0.853496634,0.802361366,,
